food_id,food_name,state,region,description,veg_nonveg,taste,course_type,image_filename,texture
NE_AR_010,Momos,Arunachal Pradesh,North-East India,Steamed dumplings.,vegetarian,savoury,main course,NE_AR_Momos_010.jpg,steamed_food
NE_SK_001,Thukpa,Sikkim,North-East India,Himalayan noodle soup.,vegetarian,savoury,main course,NE_SK_Thukpa_001.jpg,noodles
NE_SK_002,Gundruk Soup,Sikkim,North-East India,Fermented leafy green soup.,vegetarian,savoury,main course,NE_SK_GundrukSoup_002.jpg,soup
NE_SK_003,Sel Roti,Sikkim,North-East India,Ring-shaped fried rice bread.,vegetarian,savoury,main course,NE_SK_SelRoti_003.jpg,flatbread
NE_SK_004,Chhurpi,Sikkim,North-East India,Traditional Himalayan cheese.,vegetarian,savoury,main course,NE_SK_Chhurpi_004.jpg,ingredient
NE_SK_005,Sinki,Sikkim,North-East India,Fermented radish taproot dish.,vegetarian,savoury,main course,NE_SK_Sinki_005.jpg,fermented
NE_SK_006,Momos,Sikkim,North-East India,Steamed or fried dumplings.,vegetarian,savoury,main course,NE_SK_Momos_006.jpg,steamed_food
NE_SK_007,Kinema,Sikkim,North-East India,Fermented soybean dish.,vegetarian,savoury,main course,NE_SK_Kinema_007.jpg,chutney
NE_SK_008,Chhurpi Soup,Sikkim,North-East India,Soup made with chhurpi cheese.,vegetarian,savoury,main course,NE_SK_ChhurpiSoup_008.jpg,soup
NE_SK_009,Phagshapa,Sikkim,North-East India,Pork and radish dish.,meat-based,savoury,main course,NE_SK_Phagshapa_009.jpg,meat_gravy
NE_SK_010,Sha Phaley,Sikkim,North-East India,Stuffed deep-fried bread.,vegetarian,savoury,main course,NE_SK_ShaPhaley_010.jpg,flatbread
NE_SK_011,Kodo ko Roti,Sikkim,North-East India,Pancake made from kodo millet flour.,vegetarian,sweet,dessert,NE_SK_KodoKoRoti_011.jpg,pancake
NE_SK_012,Temi Tea,Sikkim,North-East India,Tea produced from the Temi Tea Garden.,vegetarian,savoury,beverage,NE_SK_TemiTea_012.jpg,beverage
NE_SK_013,Tama Curry,Sikkim,North-East India,Curry prepared using fermented bamboo shoots and potatoes.,vegetarian,savoury,main course,NE_SK_TamaCurry_013.jpg,veg_gravy
CI_MP_001,Poha,Madhya Pradesh,Central India,"Flattened rice dish cooked with mustard seeds and curry leaves, commonly eaten as a breakfast dish and widely associated with the city of Indore.",vegetarian,savoury,main course,CI_MP_Poha_001.jpg,mixed_bowl
CI_MP_002,Bhutte Ka Kees,Madhya Pradesh,Central India,"Grated corn cooked with spices and milk, prepared as a popular street food snack from Indore.",vegetarian,savoury,main course,CI_MP_BhutteKaKees_002.jpg,mixed_bowl
CI_MP_003,Dal Bafla,Madhya Pradesh,Central India,"Steamed wheat dough balls served with lentil curry, prepared using boiled and roasted wheat dumplings.",vegetarian,savoury,main course,CI_MP_DalBafla_003.jpg,veg_gravy
CI_MP_004,Sabudana Khichdi,Madhya Pradesh,Central India,"Dish prepared from tapioca pearls stir-fried with peanuts and spices, commonly eaten during fasting periods.",vegetarian,savoury,main course,CI_MP_SabudanaKhichdi_004.jpg,mixed_bowl
CI_MP_005,Mawa Bati,Madhya Pradesh,Central India,"Sweet dumplings filled with mawa and soaked in sugar syrup, known as a milk-solid-based dessert.",vegetarian,sweet,dessert,CI_MP_MawaBati_005.jpg,solid_sweet
CI_MP_006,Palak Puri,Madhya Pradesh,Central India,"Unleavened deep-fried bread made with wheat flour and spinach puree, giving a natural green color.",vegetarian,savoury,main course,CI_MP_PalakPuri_006.jpg,flatbread
CI_MP_007,Bhopali Gosht Korma,Madhya Pradesh,Central India,"Flavorful mutton dish cooked with Indian spices, commonly associated with the cuisine of Bhopal.",meat-based,savoury,main course,CI_MP_BhopaliGoshtKorma_007.jpg,meat_gravy
CI_MP_008,Garadu,Madhya Pradesh,Central India,Winter street food prepared from fried tuber pieces seasoned with spices and lemon juice.,vegetarian,tangy,main course,CI_MP_Garadu_008.jpg,fried_food
CI_MP_009,Jalebi,Madhya Pradesh,Central India,"Popular spiral-shaped sweet soaked in sugar syrup, widely consumed as a dessert.",vegetarian,sweet,dessert,CI_MP_Jalebi_009.jpg,solid_sweet
CI_MP_010,Malpua,Madhya Pradesh,Central India,"Sweet pancake made from batter of flour, sugar, and spices, deep-fried and soaked in sugar syrup.",vegetarian,sweet,dessert,CI_MP_Malpua_010.jpg,solid_sweet
CI_CG_001,Chana Samosa,Chhattisgarh,Central India,Chickpea-filled pastry pockets served as a popular street food snack.,vegetarian,savoury,snack,CI_CG_ChanaSamosa_001.jpg,fried_food
CI_CG_002,Fara,Chhattisgarh,Central India,"Steamed rice flour dumplings stuffed with lentils, traditionally prepared from rice flour dough.",vegetarian,savoury,main course,CI_CG_Fara_002.jpg,steamed_food
CI_CG_003,Bara,Chhattisgarh,Central India,Deep-fried lentil fritters made from fermented urad dal batter.,vegetarian,savoury,main course,CI_CG_Bara_003.jpg,fried_food
CI_CG_004,Dubki Kadhi,Chhattisgarh,Central India,Gram flour dumplings cooked in a yogurt-based gravy.,vegetarian,savoury,main course,CI_CG_DubkiKadhi_004.jpg,veg_gravy
CI_CG_005,Chila,Chhattisgarh,Central India,Savory pancake prepared from rice flour and lentil batter.,vegetarian,savoury,main course,CI_CG_Chila_005.jpg,pancake
CI_CG_006,Bafauri,Chhattisgarh,Central India,Steamed snack made from chickpea flour and spices.,vegetarian,savoury,main course,CI_CG_Bafauli_006.jpg,steamed_food
CI_CG_007,Aamat,Chhattisgarh,Central India,"Spicy stew prepared from vegetables, bamboo shoots, and spices.",vegetarian,spicy,main course,CI_CG_Amant_007.jpg,veg_gravy
CI_CG_008,Tilgur,Chhattisgarh,Central India,Sweet preparation made from sesame seeds and jaggery.,vegetarian,sweet,main course,CI_CG_Tilgur_008.jpg,solid_sweet
CI_CG_009,Chousela,Chhattisgarh,Central India,Rice flour puris seasoned with carom seeds and salt.,vegetarian,salty,main course,CI_CG_Chousela_009.jpg,fried_food
CI_CG_010,Angakar Roti,Chhattisgarh,Central India,Rice flour flatbread cooked over burning charcoal.,vegetarian,savoury,main course,CI_CG_AngakarRoti_010.jpg,flatbread
SI_AP_001,Andhra Chicken Curry,Andhra Pradesh,South India,"Spicy chicken curry prepared using regional spices, cooked in a thick gravy.",meat-based,spicy,main course,SI_AP_AndhraChickenCurry_001.jpg,meat_gravy
SI_AP_002,Gongura Pachadi,Andhra Pradesh,South India,"Tangy chutney made from sorrel leaves, commonly served with rice and ghee.",vegetarian,tangy,main course,SI_AP_GonguraPachadi_002.jpg,chutney
SI_AP_003,Pesarattu,Andhra Pradesh,South India,Green gram dosa prepared using soaked green gram and spices.,vegetarian,savoury,main course,SI_AP_Pesarattu_003.jpg,pancake
SI_AP_004,Andhra Pulihora,Andhra Pradesh,South India,Tamarind-based rice dish cooked with spices and peanuts.,vegetarian,tangy,main course,SI_AP_AndhraPulihora_004.jpg,rice_based
SI_AP_005,Bobbatlu,Andhra Pradesh,South India,Sweet flatbread stuffed with chana dal and jaggery.,vegetarian,sweet,dessert,SI_AP_Bobbatlu_005.jpg,solid_sweet
SI_AP_006,Avakaya,Andhra Pradesh,South India,Raw mango pickle prepared with spices and oil.,vegetarian,tangy,main course,SI_AP_Avakaya_006.jpg,pickle
SI_AP_007,Punnugulu,Andhra Pradesh,South India,Deep-fried batter balls made from fermented rice and urad dal batter.,vegetarian,savoury,main course,SI_AP_Punnugulu_007.jpg,fried_food
SI_AP_008,Mirchi Bajji,Andhra Pradesh,South India,Batter-fried green chilies deep-fried until crisp.,vegetarian,spicy,main course,SI_AP_MirchiBajji_008.jpg,fried_food
SI_AP_009,Gongura Mutton Curry,Andhra Pradesh,South India,Spicy mutton curry prepared using sorrel leaves.,meat-based,spicy,main course,SI_AP_GonguraMuttonCurry_009.jpg,meat_gravy
SI_AP_010,Chepala Pulusu,Andhra Pradesh,South India,Fish curry prepared with tamarind-based gravy.,meat-based,tangy,main course,SI_AP_ChepalaPulusu_010.jpg,meat_gravy
SI_TG_001,Hyderabadi Biryani,Telangana,South India,Aromatic rice and meat dish layered with spices.,meat-based,savoury,main course,SI_TG_HyderabadiBiryani_001.jpg,rice_based
SI_TG_002,Mirchi Ka Salan,Telangana,South India,Spicy chili curry prepared with peanuts and sesame seeds.,vegetarian,spicy,main course,SI_TG_MirchiKaSalan_002.jpg,veg_gravy
SI_TG_003,Double Ka Meetha,Telangana,South India,Bread pudding dessert prepared with milk and sugar syrup.,vegetarian,sweet,dessert,SI_TG_DoubleKaMeetha_003.jpg,solid_sweet
SI_TG_004,Sarva Pindi,Telangana,South India,Thick spiced pancake made from rice flour.,vegetarian,spicy ,snack,SI_TG_SarvaPindi_004.jpg,pancake
SI_TG_005,Bagara Baingan,Telangana,South India,Eggplant curry cooked in peanut and sesame-based gravy.,vegetarian,savoury,main course,SI_TG_BagaraBaingan_005.jpg,veg_gravy
SI_TG_006,Sakinalu,Telangana,South India,Crunchy ring-shaped rice flour snack.,vegetarian,savoury,main course,SI_TG_Sakinalu_006.jpg,fried_food
SI_TG_007,Golichina Mamsam,Telangana,South India,Spicy fried mutton dish cooked with chilies and spices.,meat-based,spicy,main course,SI_TG_GolichinaMamsam_007.jpg,meat_gravy
SI_TG_008,Pachi Pulusu,Telangana,South India,Raw tamarind-based soup with onions and chilies.,vegetarian,tangy,main course,SI_TG_PachiPulusu_008.jpg,soup
SI_TG_009,Garijalu (Kajjikaya),Telangana,South India,Deep-fried sweet filled with coconut and sugar.,vegetarian,sweet,dessert,SI_TG_Garijalu_009.jpg,solid_sweet
SI_TG_010,Qubani Ka Meetha,Telangana,South India,Sweet dessert made from dried apricots.,vegetarian,sweet,dessert,SI_TG_QubaniKaMeetha_010.jpg,solid_sweet
SI_TN_001,Idli,Tamil Nadu,South India,Steamed rice cakes served with lentil sambar and fried fritters.,vegetarian,spicy,main course,SI_TN_IdliSambarVada_001.jpg,steamed_food
SI_TN_002,Chettinad Chicken,Tamil Nadu,South India,Spicy chicken dish cooked with Chettinad spices.,meat-based,spicy,main course,SI_TN_ChettinadChicken_002.jpg,meat_gravy
SI_TN_003,Pongal,Tamil Nadu,South India,Rice and lentil porridge cooked with spices.,vegetarian,savoury,main course,SI_TN_Pongal_003.jpg,mixed_bowl
SI_TN_004,Dosa,Tamil Nadu,South India,Thin fermented rice and lentil pancake.,vegetarian,savoury,main course,SI_TN_Dosa_004.jpg,pancake
SI_TN_005,Rasam,Tamil Nadu,South India,Thin tangy soup prepared with tamarind and spices.,vegetarian,tangy,main course,SI_TN_Rasam_005.jpg,soup
SI_TN_006,Adhirasam,Tamil Nadu,South India,Sweet rice flour dough fried in jaggery syrup.,vegetarian,sweet,snack,SI_TN_Adhirasam_006.jpg,solid_sweet
SI_TN_007,Kuzhi Paniyaram,Tamil Nadu,South India,Small round dumplings made from fermented batter.,vegetarian,savoury,main course,SI_TN_KuzhiPaniyaram_007.jpg,fried_food
SI_TN_008,Kadalai Mittai,Tamil Nadu,South India,Sweet snack made from peanuts and jaggery.,vegetarian,sweet,snack,SI_TN_KadalaiMittai_008.jpg,solid_sweet
SI_TN_009,Thattai,Tamil Nadu,South India,Crispy deep-fried rice flour snack.,vegetarian,savoury,snack,SI_TN_Thattai_009.jpg,fried_food
SI_TN_010,Paruthi Paal,Tamil Nadu,South India,Traditional cottonseed milk-based beverage.,vegetarian,sweet,beverage,SI_TN_ParuthiPaal_010.jpg,beverage
SI_TN_011,Jigarthanda,Tamil Nadu,South India,Cold beverage made with milk and almond gum.,vegetarian,sweet,beverage,SI_TN_Jigarthanda_011.jpg,beverage
SI_TN_012,Koozh,Tamil Nadu,South India,Traditional millet-based porridge or drink.,vegetarian,savoury,beverage,SI_TN_Koozh_012.jpg,beverage
SI_TN_013,Sambar,Tamil Nadu,South India,Lentil and vegetable stew.,vegetarian,savoury,main course,SI_TN_Sambar_013.jpg,veg_gravy
SI_TN_014,Vadai,Tamil Nadu,South India,Deep-fried lentil fritters made from fermented urad dal batter.,vegetarian,savoury,snack,SI_TN_Vadai_014.jpg,fried_food
SI_TN_014,Vathakuzhambu,Tamil Nadu,South India,Tamil Nadu based tangy and spicy tamarind-based gravy using turkey berries.,vegetarian,spicy,main course,SI_TN_Vathakuzhambu_015.jpg,veg_gravy
SI_KA_001,Bisi Bele Bath,Karnataka,South India,Spiced lentil rice cooked with vegetables and ghee.,vegetarian,savoury,main course,SI_KA_Bisi Bele Bath_001.jpg,rice_based
SI_KA_002,Ragi Mudde,Karnataka,South India,Finger millet balls made from ragi flour.,vegetarian,savoury,main course,SI_KA_Ragi Mudde_002.jpg,flour_ball
SI_KA_003,Mysore Pak,Karnataka,South India,"Sweet made from gram flour, sugar, and ghee.",vegetarian,sweet,dessert,SI_KA_Mysore Pak_003.jpg,solid_sweet
SI_KA_004,Mangalore Buns,Karnataka,South India,Sweet banana-flavored fried bread.,vegetarian,sweet,main course,SI_KA_Mangalore Buns_004.jpg,solid_sweet
SI_KA_005,Mysore Masala Dosa,Karnataka,South India,Crispy dosa filled with spiced potato masala.,vegetarian,spicy,main course,SI_KA_Mysore Masala Dosa_005.jpg,pancake
SI_KA_006,Akki Rotti,Karnataka,South India,Rice flour flatbread mixed with spices and vegetables.,vegetarian,savoury,main course,SI_KA_Akki Rotti_006.jpg,flatbread
SI_KA_007,Kori Gassi,Karnataka,South India,Chicken curry cooked with coconut-based spices.,meat-based,savoury,main course,SI_KA_Kori Gassi_007.jpg,meat_gravy
SI_KA_008,Udupi Sambar,Karnataka,South India,Mildly sweet lentil-based vegetable sambar.,vegetarian,sweet,main course,SI_KA_Udupi Sambar_008.jpg,veg_gravy
SI_KA_009,Mysore Bonda,Karnataka,South India,Deep-fried snack made from batter.,vegetarian,savoury,snack,SI_KA_Mysore Bonda_009.jpg,fried_food
SI_KA_010,Jolada Rotti,Karnataka,South India,Sorghum flour flatbread.,vegetarian,savoury,main course,SI_KA_Jolada Rotti_010.jpg,flatbread
SI_KL_001,Puttu & Kadala Curry,Kerala,South India,Steamed rice flour cylinders served with black chickpea curry.,vegetarian,savoury,main course,SI_KL_Puttu & Kadala Curry_001.jpg,veg_gravy
SI_KL_002,Appam with Stew,Kerala,South India,Soft rice pancakes served with coconut-based stew.,vegetarian,savoury,main course,SI_KL_Appam with Stew_002.jpg,veg_gravy
SI_KL_003,Erissery,Kerala,South India,"Vegetable dish made with pumpkin, coconut, and spices.",vegetarian,savoury,main course,SI_KL_Erissery_003.jpg,veg_gravy
SI_KL_004,Fish Molly Curry,Kerala,South India,Mild coconut-based fish curry.,meat-based,savoury,main course,SI_KL_Fish Molly Curry_004.jpg,meat_gravy
SI_KL_005,Avial,Kerala,South India,Mixed vegetable stew cooked with coconut.,vegetarian,savoury,main course,SI_KL_Avial_005.jpg,semi_gravy
SI_KL_006,Pazham Pori,Kerala,South India,Deep-fried ripe banana fritters.,vegetarian,sweet,snack,SI_KL_Pazham Pori_006.jpg,solid_sweet
SI_KL_007,Pathiri,Kerala,South India,Thin rice-based flatbread from Malabar region.,vegetarian,savoury,main course,SI_KL_Pathiri_007.jpg,rice_based
SI_KL_008,Idiyappam,Kerala,South India,Steamed rice noodle strands.,vegetarian,savoury,main course,SI_KL_Idiyappam_008.jpg,rice_based
SI_KL_009,Malabar Biryani (Thalassery Biryani),Kerala,South India,Fragrant rice dish prepared with spices and meat.,meat-based,savoury,main course,SI_KL_Malabar Biryani (Thalassery Biryani)_009.jpg,rice_based
SI_KL_010,Ada Pradhaman,Kerala,South India,Dessert made from rice ada cooked in coconut milk.,vegetarian,sweet,dessert,SI_KL_Ada Pradhaman_010.jpg,liquid_dessert
SI_KL_011,Elai Ada,Kerala,South India,Steamed rice flour snack filled with coconut and jaggery.,vegetarian,sweet,dessert,SI_KL_Elai Ada_011.jpg,solid_sweet
SI_KL_012,Kappa,Kerala,South India,Tapioca boiled and served with spicy fish curry or coconut chutney.,vegetarian,savoury,main course,SI_KL_Kappa_012.jpg,
WI_GJ_001,Dhokla,Gujarat,West India,"Steamed gram flour cake that is soft and spongy, served as a savory snack and widely popular throughout Gujarat.",vegetarian,sweet,dessert,WI_GJ_Dhokla_001.jpg,solid_sweet
WI_GJ_002,Undhiyu,Gujarat,West India,Mixed vegetable dish prepared using seasonal vegetables and slow-cooked in an inverted earthen pot method.,vegetarian,savoury,main course,WI_GJ_Undhiyu_002.jpg,semi_gravy
WI_GJ_003,Khandvi,Gujarat,West India,"Savory rolled snack made from gram flour and yogurt, seasoned with mustard seeds and curry leaves.",vegetarian,savoury,snack,WI_GJ_Khandvi_003.jpg,steamed_food
WI_GJ_004,Handvo,Gujarat,West India,Savory vegetable cake prepared using a fermented batter and cooked in a thick pan.,vegetarian,tangy,main course,WI_GJ_Handvo_004.jpg,steamed_food
WI_GJ_005,Fafda Jalebi,Gujarat,West India,"Combination of crispy gram flour strips served with sweet jalebi, commonly eaten as a breakfast snack.",vegetarian,sweet,dessert,WI_GJ_FafdaJalebi_005.jpg,solid_sweet
WI_GJ_006,Thepla,Gujarat,West India,"Flatbread made from wheat flour and spices, commonly consumed as a staple food.",vegetarian,savoury,main course,WI_GJ_Thepla_006.jpg,flatbread
WI_GJ_007,Dabeli,Gujarat,West India,Spicy and sweet snack prepared by stuffing seasoned potato mixture inside bread rolls.,vegetarian,sweet,main course,WI_GJ_Dabeli_007.jpg,assembled_food
WI_GJ_008,Dal Dhokli,Gujarat,West India,Dish made by cooking wheat flour pieces in spiced lentil curry.,vegetarian,savoury,main course,WI_GJ_DalDhokli_008.jpg,veg_gravy
WI_GJ_009,Gathiya,Gujarat,West India,Deep-fried gram flour snack that is crunchy and commonly eaten as a tea-time snack.,vegetarian,savoury,snack,WI_GJ_Gathiya_009.jpg,fried_food
WI_GJ_010,Khaman,Gujarat,West India,Soft and spongy steamed snack made from gram flour.,vegetarian,savoury,main course,WI_GJ_Khaman_010.jpg,beverage
WI_GA_001,Goan Prawn Curry,Goa,West India,Spicy coconut-based prawn curry prepared using coconut milk and spices.,meat-based,spicy,main course,WI_GA_GoanPrawnCurry_001.jpg,meat_gravy
WI_GA_002,Bebinca,Goa,West India,"Layered traditional Goan dessert made from coconut milk, sugar, eggs, and flour.",meat-based,sweet,dessert,WI_GA_Bebinca_002.jpg,solid_sweet
WI_GA_003,Sorpotel,Goa,West India,"Pork dish cooked with vinegar and spices, known for its tangy flavor.",meat-based,savoury,main course,WI_GA_Sorpotel_003.jpg,meat_gravy
WI_GA_004,Xacuti,Goa,West India,Coconut-based curry prepared with roasted spices.,vegetarian,savoury,main course,WI_GA_Xacuti_004.jpg,veg_gravy
WI_GA_005,Fish Recheado,Goa,West India,Fish stuffed with spicy Goan masala and shallow-fried.,meat-based,spicy,main course,WI_GA_FishRecheado_005.jpg,fried_food
WI_GA_006,Pork Vindaloo,Goa,West India,Spicy and tangy pork curry prepared using vinegar and spices.,meat-based,spicy,main course,WI_GA_PorkVindaloo_006.jpg,meat_gravy
WI_GA_007,Feijoada,Goa,West India,"Portuguese-influenced stew made with black beans, pork, and vegetables.",meat-based,savoury,main course,WI_GA_Fejioada_007.jpg,veg_gravy
WI_GA_008,Sannas,Goa,West India,Steamed rice cakes that are soft and slightly sweet.,vegetarian,sweet,dessert,WI_GA_Sannas_008.jpg,solid_sweet
WI_GA_009,Samarachi Kodi,Goa,West India,Dry curry prepared with pork and spices.,meat-based,savoury,main course,WI_GA_SamarachiKodi_009.jpg,meat_gravy
WI_GA_010,Solkadhi,Goa,West India,Drink made from coconut milk and kokum.,vegetarian,tangy,beverage,WI_GA_SolKadhi_010.jpg,beverage
WI_MH_001,Malvani Chicken Curry,Maharashtra,West India,Coconut-based chicken curry prepared using Malvani spices.,meat-based,savoury,main course,WI_MH_MalvaniChickenCurry_001.jpg,meat_gravy
WI_MH_002,Puran Poli,Maharashtra,West India,Sweet flatbread filled with lentils and jaggery.,vegetarian,sweet,dessert,WI_MH_PuranPoli_002.jpg,solid_sweet
WI_MH_003,Vada Pav,Maharashtra,West India,Spicy potato fritter served inside a bread bun.,vegetarian,spicy,snack,WI_MH_VadaPav_003.jpg,fried_food
WI_MH_004,Misal Pav,Maharashtra,West India,Spicy lentil curry served with bread.,vegetarian,spicy,main course,WI_MH_MisalPav_004.jpg,veg_gravy
WI_MH_005,Modak,Maharashtra,West India,Sweet dumplings filled with coconut and jaggery.,vegetarian,sweet,dessert,WI_MH_Modak_005.jpg,solid_sweet
WI_MH_006,Kesar Pista Kulfi,Maharashtra,West India,Frozen dessert flavored with saffron and pistachio.,vegetarian,sweet,dessert,WI_MH_KesarPistaKulfi_006.jpg,solid_sweet
WI_MH_007,Patrode,Maharashtra,West India,Steamed colocasia leaf rolls prepared with spiced batter.,vegetarian,savoury,main course,WI_MH_Patrode_007.jpg,fried_food
WI_MH_008,Sabudana Khichdi,Maharashtra,West India,Dish prepared from tapioca pearls cooked with peanuts.,vegetarian,savoury,main course,WI_MH_SabudanaKhichdi_008.jpg,mixed_bowl
WI_MH_009,Sol Kadhi,Maharashtra,West India,Coconut milk and kokum-based drink.,vegetarian,tangy,beverage,WI_MH_SolKadhi_009.jpg,beverage
WI_MH_010,Pandhara Rassa,Maharashtra,West India,Mild white curry prepared using mutton stock and coconut milk.,meat-based,savoury,main course,WI_MH_PandharaRassa_010.jpg,meat_gravy
WI_RJ_001,Dal Baati Churma,Rajasthan,West India,Lentil curry served with baked wheat balls and sweet crushed wheat.,vegetarian,savoury,main course,WI_RJ_DalBaatiChurma_001.jpg,veg_gravy
WI_RJ_002,Pyaz Kachori,Rajasthan,West India,Deep-fried pastry filled with spiced onion mixture.,vegetarian,savoury,snack,WI_RJ_PyazKachori_002.jpg,fried_food
WI_RJ_003,Ker Sangri,Rajasthan,West India,Dish prepared from desert beans and berries cooked with spices.,vegetarian,savoury,main course,WI_RJ_KerSangri_003.jpg,dry_food
WI_RJ_004,Laal Maas,Rajasthan,West India,Spicy red meat curry prepared using mutton and red chilies.,meat-based,spicy,main course,WI_RJ_LaalMaas_004.jpg,meat_gravy
WI_RJ_005,Gatte ki Sabzi,Rajasthan,West India,Gram flour dumplings cooked in a spiced yogurt-based gravy.,vegetarian,savoury,main course,WI_RJ_GatteKiSabzi_005.jpg,veg_gravy
WI_RJ_006,Mawa Kachori,Rajasthan,West India,Sweet kachori filled with sweetened milk solids.,vegetarian,sweet,dessert,WI_RJ_MawaKachori_006.jpg,solid_sweet
WI_RJ_007,Ghewar,Rajasthan,West India,Disc-shaped sweet soaked in sugar syrup.,vegetarian,sweet,main course,WI_RJ_Ghewar_007.jpg,solid_sweet
WI_RJ_008,Raab,Rajasthan,West India,Nourishing porridge prepared from millet or maize flour.,vegetarian,savoury,main course,WI_RJ_Raab_008.jpg,mixed_bowl
WI_RJ_009,Mohanthal,Rajasthan,West India,"Dense sweet made from gram flour, ghee, and sugar.",vegetarian,sweet,dessert,WI_RJ_Mohanthal_009.jpg,solid_sweet
WI_RJ_010,Panchkuta,Rajasthan,West India,Traditional curry prepared using dried desert vegetables.,vegetarian,savoury,main course,WI_RJ_Panchkuta_010.jpg,veg_gravy
UT_CH_001,Chole Bhature,Chandigarh,Union Territories,Spiced chickpea curry served with deep-fried bread.,vegetarian,savoury,main course,UT_CH_CholeBhature_001.jpg,veg_gravy
UT_CH_002,Makki di Roti,Chandigarh,Union Territories,Maize flatbread traditionally eaten in winter.,vegetarian,savoury,main course,UT_CH_MakkiDiRoti_002.jpg,flatbread
UT_CH_003,Kadhi Pakora,Chandigarh,Union Territories,Yogurt-based curry with gram flour fritters.,vegetarian,savoury,snack,UT_CH_KadhiPakora_003.jpg,veg_gravy
UT_CH_004,Butter Chicken,Chandigarh,Union Territories,Creamy tomato-based chicken curry.,meat-based,savoury,main course,UT_CH_ButterChicken_004.jpg,meat_gravy
UT_CH_005,Amritsari Kulcha,Chandigarh,Union Territories,Stuffed leavened bread served with chole.,vegetarian,savoury,main course,UT_CH_AmristariKulcha_005.jpg,flatbread
UT_CH_006,Dal Makhani,Chandigarh,Union Territories,"Creamy lentil dish made from black lentils and pulses, slow-cooked with butter and cream.",vegetarian,savoury,main course,UT_CH_DalMakhani_006.jpg,veg_gravy
UT_CH_007,Paneer Tikka,Chandigarh,Union Territories,"Yogurt-marinated paneer cubes grilled with spices, commonly served as an appetizer.",vegetarian,savoury,main course,UT_CH_PaneerTikka_007.jpg,smoked_veg
UT_CH_008,Lachha Paratha,Chandigarh,Union Territories,Multi-layered flaky flatbread cooked with ghee until crisp and golden.,vegetarian,savoury,main course,UT_CH_LachhaParatha_008.jpg,flatbread
UT_CH_009,Rajma Chawal,Chandigarh,Union Territories,"Red kidney bean curry served with steamed rice, a North Indian comfort meal.",vegetarian,savoury,main course,UT_CH_RajmaChawal_009.jpg,veg_gravy
UT_CH_010,Roh Di Kheer,Chandigarh,Union Territories,"Traditional rice pudding prepared with sugarcane juice, milk, and aromatic spices.",vegetarian,sweet,dessert,UT_CH_RohDiKheer_010.jpg,liquid_dessert
UT_PY_001,Masala Dosa,Puducherry,Union Territories,Crispy fermented crepe with spiced potato filling.,vegetarian,spicy,main course,UT_PY_MasalaDosa_001.jpg,pancake
UT_PY_002,Fish Curry,Puducherry,Union Territories,Coconut-based coastal fish curry.,meat-based,savoury,main course,UT_PY_FishCurry_002.jpg,meat_gravy
UT_PY_003,Prawn Balchao,Puducherry,Union Territories,Tangy and spicy prawn pickle.,meat-based,tangy,main course,UT_PY_PrawnBalchao_003.jpg,meat_gravy
UT_PY_004,Bebinca,Puducherry,Union Territories,Layered coconut milk dessert.,vegetarian,sweet,dessert,UT_PY_Bebinca_004.jpg,solid_sweet
UT_PY_005,Chicken Xacuti,Puducherry,Union Territories,Spicy coconut-based chicken curry.,meat-based,spicy,main course,UT_PY_ChickenXacuti_005.jpg,meat_gravy
UT_PY_006,Mutton Rolls,Puducherry,Union Territories,Stuffed fried rolls with spiced mutton.,meat-based,savoury,main course,UT_PY_MuttonRolls_006.jpg,meat_gravy
UT_PY_007,Sambar,Puducherry,Union Territories,Lentil and vegetable stew.,vegetarian,savoury,main course,UT_PY_Sambar_007.jpg,veg_gravy
UT_PY_008,Baguette and Croissants,Puducherry,Union Territories,French-style breads reflecting Puducherry's colonial heritage.,vegetarian,savoury,main course,UT_PY_BaguetteandCroissants_008.jpg,
UT_PY_009,Khow Suey,Puducherry,Union Territories,Burmese-style noodle dish served with coconut-based curry and toppings.,vegetarian,savoury,main course,UT_PY_KhowSuey_009.jpg,veg_gravy
UT_PY_010,Mutton Samosa,Puducherry,Union Territories,"Savory pastry stuffed with spiced minced mutton, popular as a snack.",meat-based,savoury,snack,UT_PY_MuttonSamosa_010.jpg,fried_food
UT_LK_001,Tuna Curry,Lakshadweep,Union Territories,Coconut-based tuna curry.,vegetarian,savoury,main course,UT_LK_TunaCurry_001.jpg,meat_gravy
UT_LK_002,Mas Riha,Lakshadweep,Union Territories,Fish curry with coconut milk and spices.,meat-based,savoury,main course,UT_LK_MasRiha_002.jpg,meat_gravy
UT_LK_003,Coconut Rice,Lakshadweep,Union Territories,Rice cooked with grated coconut.,vegetarian,savoury,main course,UT_LK_CoconutRice_003.jpg,rice_based
UT_LK_004,Kallummakkaya Fry,Lakshadweep,Union Territories,Spiced mussel fry.,vegetarian,savoury,main course,UT_LK_KallummakkayaFry_004.jpg,fried_food
UT_LK_005,Chammanthi Podi,Lakshadweep,Union Territories,Dry coconut chutney powder.,vegetarian,tangy,main course,UT_LK_ChammanthiPodi_005.jpg,chutney
UT_LK_006,Kinnathappam,Lakshadweep,Union Territories,Steamed rice cake.,vegetarian,sweet,dessert,UT_LK_Kinnathappam_006.jpg,solid_sweet
UT_LK_007,Fish Curry,Lakshadweep,Union Territories,Spicy coconut-based fish curry.,meat-based,spicy,main course,UT_LK_FishCurry_007.jpg,meat_gravy
